well_number,well_position,cycle_number,POOL_T80K_1,POOL_T80K_2,POOL_T80K_3,POOL_T80K_4,POOL_T80K_5,POOL_T80K_6,POOL_T80K_7,POOL_T80K_8,POOL_T80K_9,POOL_T80K_10,POOL_WT_1,Non-targeting,Untransduced_WT,Untransduced_T80K
86,H2,2,268252.8,285524.7,289055.78,277358.47,288285.78,275951.72,284302.2,257279.81,266174.38,254243.11,279908.4,284011.38,293680.2,256745
87,H3,2,258339.56,276925.25,273140.03,273022.1,269649.75,275732.2,270360.8,262621.22,262814.7,248071.81,277299.3,280946.47,315399.03,253630.66
88,H4,2,247589.66,260596.23,258268.94,254594.84,252638.5,271333.7,252568.9,249199.67,250511.7,245222.84,279953.6,275543.34,318082.97,237072.42
89,H5,2,231938.95,245692.23,241321.69,243903.92,239893.56,237181.06,244905.62,225793.14,236209.48,231138.1,255065.27,255667.47,277376.03,224687.94
90,H6,2,242222.2,255228.58,249400.05,250256.94,246468.1,248206.53,268246.2,235649.5,242152.88,240570.19,267197.84,257996.47,261988.72,#N/A
91,H7,2,225340.95,238274.7,235731.19,234416.58,229851.77,231012.53,230638.34,218039.28,230684.14,221885.2,233822.69,274294.12,245699.81,#N/A
92,H8,2,240538.78,260323.94,253662.3,252583.73,248176.14,248829.02,251541.9,235638.47,244509.62,249813.39,240818.12,268916.16,294930.12,#N/A
93,H9,2,319974.5,241703.25,234926.61,235703.58,229995.84,233210.78,235934.52,219596.42,229069.52,216665.12,248339.28,255300.17,247057.02,#N/A
94,H10,2,244594.36,256890.03,254074.6,252750.39,247278.3,243353.92,247611.22,233452.27,240693.72,229329.55,249711.58,267425.06,268461.8,#N/A
95,H11,2,232544.02,252283.02,234989.53,234889.33,244816.23,240587.56,239886.36,224813.98,229528.44,219789.97,246584.52,246231,255090.12,#N/A
96,H12,2,218154.66,242447.48,231113.44,225799.75,238402.39,231023.69,228400.28,223599.05,219223.1,217675.61,224863.05,245008.12,250826.28,#N/A
1,A1,3,318295.8,339578.34,338091.84,328946.97,336689.4,337815.3,341117.8,306735.66,304702.88,273770.78,335621.4,346306.38,352842.22,#N/A
2,A2,3,294769.44,315107.47,314504.2,308561.16,322987.03,292357.03,303900.94,278759.62,291285.75,270396.38,318764.66,311784.8,313551.5,#N/A
3,A3,3,289908.78,316619.88,294431.88,296240.8,296193.66,296129.16,297762.75,274181.62,276453.53,263564.84,321876.9,325794.7,303853.53,#N/A
4,A4,3,274897.25,284847.03,284840.78,286259.75,285649.53,284750.9,286032.3,267082.88,266813.25,256607.02,305391.97,313795.2,306119.78,#N/A
5,A5,3,257188.14,268933.06,267682.4,261761.48,267084.8,274003.53,271642.38,257812.45,252134.78,250788.47,281058.75,277006.28,282392.62,#N/A
6,A6,3,219871.84,233498.48,227190.56,222704.6,229726.94,227654.89,232486.5,213446.7,217149.34,210869.56,266335.56,250367.81,233886.36,#N/A
7,A7,3,235338.95,245459.94,237359.38,237292.02,242446.56,242300.58,248086.97,232872.69,229904.23,237648.97,263449.06,278066.6,263277.34,#N/A
8,A8,3,254495.03,258946.47,260045.17,252305.6,252534.36,252319.22,255637.6,249823.86,243690.78,248506.1,284764.25,263909.1,279127.34,#N/A
9,A9,3,252448.88,262641.97,255840.34,258588.28,251202.31,254485.78,252701.48,246915.4,245811.83,235770.25,279743.2,269010.03,258452.84,#N/A
10,A10,3,258039.12,278848.47,261191.16,267331.06,262910.84,267012.66,261962.48,254425.27,251554.78,251229.52,284946.2,260834.73,293772.38,#N/A
11,A11,3,239805.58,258197.48,241124.36,242177.69,243629.1,249190.52,243992.16,242032.97,235568.22,231326.58,249722.61,273565.38,251716.61,#N/A
12,A12,3,228909.5,240321.02,242656.48,228999.75,226740.75,240889.52,230973.22,215052.16,226382.83,225779.27,239221.94,257325.17,271119.38,#N/A
13,B1,3,305806.88,325686.47,322945.3,326907.8,328548.66,315474.4,323683.7,292385.9,303765.9,289375.28,324615.47,326872.44,345682.53,#N/A
14,B2,3,263338.34,294257.7,285292.03,281187.3,274157.78,282216.16,279370.8,252968.12,254114.27,239366.3,276063.25,293919.53,279511.2,#N/A
15,B3,3,254825.47,271655.66,267819.8,262240.6,261152.08,262954.5,258486.12,245106.36,246685.03,249137.19,275988.88,289781.3,278900.9,#N/A
16,B4,3,241517.11,256810.06,250711.61,246529.48,249281.78,250254.03,263591.16,239134.3,238168.06,244400.3,276422.16,252859.94,252429.94,#N/A
17,B5,3,225385.1,242392.3,245681.67,231248.67,238861.5,239704.36,237828.67,219695.12,232950.08,227506.28,255642.98,242225.22,243344.38,#N/A
18,B6,3,224551.11,234665.08,239744.11,235783.25,241618.53,225053.92,241467.86,220652.5,228454.67,220684.64,247652.36,342150.25,245919.67,#N/A
19,B7,3,217195,228656.16,228155.39,226309.77,227274,224228.19,201440.66,212504.28,218408.8,215556.16,239653.42,224481.89,270360.12,#N/A
20,B8,3,213079.98,235834.28,236384.02,235027.61,230714.64,240039.27,227147.69,217834.3,222109.39,217340.45,243448.17,252616.25,238609.12,#N/A
21,B9,3,217943.92,240783.27,229714.73,228243.61,223730.33,232068.48,228815.02,220259.61,215362.97,227875.4,236551,227802.2,257472.97,#N/A
22,B10,3,232399.12,245945.94,238789.31,235392.12,232275.8,236214.06,235557.67,222215.89,222572.19,219318.98,241736.83,246297.89,259412.77,#N/A
23,B11,3,234917.56,247361.45,249042.06,237502.52,237533.8,235856.06,244708.52,218648.05,225417.17,220458.81,238274.2,245491.7,269898.97,#N/A
24,B12,3,233082.52,241976.11,244731.16,233482.64,228914.73,244163.48,230827.5,216580.97,226188.88,231817.08,245766.48,269248.72,261580.1,#N/A
25,C1,3,308835.1,326437.2,317430.62,325158.78,332365.94,309443.1,326263.78,295797.72,294340.84,276694.94,316747.53,320570.25,337149.3,299040.9
26,C2,3,218743,284062.4,276428.75,282542.44,284368.5,279045.75,281130.16,256347.33,235796.25,262268.12,273431.5,278739.47,283499.3,253700.61
27,C3,3,240638.66,253610.23,248527.48,252641.66,248114.6,248432.25,248613.03,232231.66,239612.36,235595.98,270461.56,265905.7,287339.12,230426.53
28,C4,3,218651.72,242741.8,240663.5,235017.39,239756.16,257302.67,243616.64,230691.42,221097.34,231750.61,264943,257774.02,264131.84,215413.23
29,C5,3,230029.44,242442.06,240646.19,235104.56,236596.61,235008.22,239847.2,221670.12,231112.5,229885.03,259394.9,238269.1,248613.08,218493.7
30,C6,3,214196.56,234683.81,231819.3,219142.19,225296.67,227121.11,228265.4,215156.1,217752.1,223452.55,227149.31,220619.47,279157.72,#N/A
31,C7,3,220779.08,229361.33,237364.72,223988.98,218832.08,213996.3,223370.78,213076.34,216814.56,210103.05,247161.72,225263.39,248574.7,#N/A
32,C8,3,217715.44,235964.72,219489.81,219349.44,223318.86,219855.44,221626.77,209865.84,209923.11,216956.16,238669.38,241908.62,240364.08,#N/A
33,C9,3,201293.77,215902.52,211991.9,207946.94,206901.27,204436.3,209748.81,204200.47,197072.73,197916.69,211400.75,207148.27,229236.72,#N/A
34,C10,3,287590.44,310982.2,302385.38,299206.34,297605.66,294685.88,299737.22,296558.2,305073.38,263607.12,290686.9,309564.47,321346.12,#N/A
35,C11,3,226319.9,238642.58,230728.86,227172.89,225642.52,225056.98,228550,216559.45,217902.53,215495.78,226521.78,232309.03,258198.02,#N/A
36,C12,3,226484.28,229763.53,238144.92,228038.12,223757.88,236391.25,228324.38,211435.23,219718.28,218202.17,238753.89,243085.9,245135.17,#N/A
37,D1,3,314979.8,335406.56,328370.1,343033.8,341335.06,332341.06,332197.1,301540.4,300232.16,283389.84,330071.8,326509.1,340887.62,307043.25
38,D2,3,277479.12,292294.44,282972.47,282719.44,288076.56,279410.78,288224.94,259677.7,262421,258920.1,284168.9,293857.38,291120.5,258084.81
39,D3,3,244638.66,261539.1,254282.08,249720.61,251899.77,254213.81,253832.45,237427.44,240630.53,235636.12,285459.22,264407.62,273252.47,225194.28
40,D4,3,237246.77,257038.83,250268.4,248055.27,246361.81,269600.88,247408.62,225610.52,246218.73,230965.12,270307.53,280294.84,273199.03,223471.66
41,D5,3,223163.08,238941.19,235594.03,231976.61,243669.5,230818.36,236919.03,223374.03,227908.3,223849.69,254939.2,243263.36,266869.47,205434.62
42,D6,3,226374.75,246491.92,235044.4,228221.48,232075.22,237742.88,234474.28,225122.38,228157.31,226836.7,256479.78,246703.47,236327.48,#N/A
43,D7,3,219739.7,236355.36,226859.66,225325.55,222657.64,226739.66,227427.34,215704.88,216355.84,217617.06,279161.94,227557.56,242960.36,#N/A
44,D8,3,215356.81,227498.42,219468.9,214247.83,225077.52,220863.83,223064.55,209973.86,207598.52,210321.11,234671.27,230384.9,245756.53,#N/A
45,D9,3,201814.56,217443.72,213497,210180.06,208879.5,213505.47,210533.36,200881.02,201021.05,199086.39,215530.8,228002.36,264338.34,#N/A
46,D10,3,217195.17,230529.16,221238.66,219728.16,220510.67,219555.73,220638.44,210329.17,208542.86,211423.03,219327.28,234662.25,233081.62,#N/A
47,D11,3,224721.92,234647.45,227167.83,222008.42,218848.53,224326.44,218479.56,212840.45,213780.3,206109.58,214635.44,233758.02,269382.8,#N/A
48,D12,3,234561.62,242649.17,240429.31,227859.36,229609.64,228278.27,227423.53,221539.72,225167.97,227379.92,258935.77,257132.2,247942,#N/A
49,E1,3,318353.03,340459.38,334336.2,335503.56,340006.9,331593.47,346335.34,318795.88,307947.03,321217.53,358266.28,336211.66,358784.25,306475.8
50,E2,3,268985.4,297570.97,298313.16,280084.97,280736.3,298923.7,283252.6,259106.55,260206.11,256262.06,286216.9,305708.38,288297.78,261491.08
51,E3,3,237519.3,255621.45,250616.31,253984.84,244724.48,265497.94,249575.19,238907.81,235204.34,251239.81,273673.25,280443.94,264299.97,225889.4
52,E4,3,271093.7,289668.06,282458.3,285993.38,279038.25,282052,279117.1,263619.25,268904.97,265447.78,310549.6,292807.38,326838.75,243524.11
53,E5,3,283737.53,302757.8,308566.12,299277.9,299971.1,302322.62,298639.25,294176.22,293529.72,290448.97,297973.94,299907.03,340391.88,271041.88
54,E6,3,214177.05,229318.27,225964.7,220031.48,218269.31,226296.53,224461.42,212956.11,226991.5,209685.66,235382.77,237107.8,240546.1,#N/A
55,E7,3,218004.48,235347.3,230735,228588.33,224093.5,231920.97,226941.19,224337.19,220678.94,217765.81,230711.36,225241.84,249373.08,#N/A
56,E8,3,212209.86,226745.3,222813.53,221442.67,218469.64,222071.83,231044.67,211951.83,209415.25,207287.88,217652.56,257752.7,230592.38,#N/A
57,E9,3,222925.97,221229.78,213809.88,211815.83,208910.02,209240.55,211786.31,199418.05,202828.11,194613.72,224877.56,226586.22,217580.47,#N/A
58,E10,3,217086.11,234826.64,229339.73,229735.42,223388.52,225515.06,226877.14,212627.4,210690.14,209025.78,218886.14,239137.6,235594.22,#N/A
59,E11,3,223605.67,247562.08,233179.08,225042.17,224491.66,226618.1,222190.16,206263.89,219678.6,213014.48,221957.2,249892.48,249298.38,#N/A
60,E12,3,227920.72,236996.78,233252.92,227163.45,226996.08,234623.9,222593.66,219015.64,224056.36,218234.55,247952.55,248212.3,250372.89,#N/A
61,F1,3,321244.9,348114.28,336754.38,339735.8,345364.2,336320.94,350313.62,314338.25,305794.9,302148.9,342976.25,374721.97,360099.34,311926.2
62,F2,3,270342.5,294919.78,285395.28,282846.72,291570.72,281956.7,298919.97,264494.88,265829.25,269893.53,296667.53,290644.34,289544.88,264209.38
63,F3,3,245602.7,260254.67,260488.02,254136.83,247042.25,253396,260091.12,243234.52,239894.16,242867.52,255727.28,276121.25,282532.72,233900.7
64,F4,3,245381.27,264874.94,259085.02,252858.52,250657.1,253731.78,266104.6,243823.4,252441.08,249568.7,254781.31,280626.5,281495.34,235871.83
65,F5,3,209653.95,226604.12,222416.06,214817.75,215202.2,214879.28,216131.38,204325.88,213978.14,204470.72,235964,219882.86,239890.05,197088.97
66,F6,3,220603.69,237990.95,231133.17,226784.88,227325.33,226039.34,233257.97,222073.39,215290.98,216382.34,243175.84,258844.56,247229.83,#N/A
67,F7,3,211969,232508.48,225236.8,223439.16,219649.02,219960.75,224493.23,210951.08,217675.02,210800.23,332759.75,224870.92,257457.6,#N/A
68,F8,3,206893.5,233318.08,227968.02,224233.92,222817.28,211464.56,226024.05,205402.33,216063.62,201888.44,223504.25,220510.67,238256.73,#N/A
69,F9,3,207421.7,236161.62,249138.16,223600.61,224791.56,223189.75,225019.77,209908.61,214332.61,205735.08,220889.55,231425.73,233106.52,#N/A
70,F10,3,209093.06,232592.62,223230.14,211037.11,215558.17,207889.73,222971.25,199375.34,208568.05,192222.94,222076.27,226908.61,241232.8,#N/A
71,F11,3,190521.38,229988.4,226592.2,214354.98,215197.02,209196.53,211067.42,198355.88,200281.16,195781.31,240091.69,221370.55,223485.45,#N/A
72,F12,3,211764.27,232076.31,231296.42,214850.77,216562.78,218142.83,213824.97,205781.92,213035.4,211333.06,231221.55,243091.62,241622.69,#N/A
73,G1,3,299896.22,318408.66,300465.38,305692.62,319873.22,307071.62,328295.16,290009.75,292834.94,277723.9,315169.5,331718.25,322009.22,291686.94
74,G2,3,264080.38,286704.12,281652.94,279476.88,283470.6,276041.56,285171.7,260376.9,261757.08,254969.98,281761.84,292150.8,299865.78,263415
75,G3,3,249135.66,268539.94,267124,268086.38,267253.3,267006.66,259051.94,250125.69,246943.36,247734.56,285816.06,275996.34,331320.66,241480.53
76,G4,3,232500.83,249376.23,249649.12,250179.38,243149.72,253518.56,241900.31,235692.22,232321.77,234380.92,255497.48,248793.53,274747.28,226206.61
77,G5,3,220199.78,235960.95,229607.48,236915.95,229078.94,228994.7,228285.69,223178.12,223003.66,213924,242184.81,247848.98,248737.5,213498.28
78,G6,3,237927.34,237295.34,235295.81,232154.42,230555.42,226028.58,213412.02,213217.44,223569.55,213234.28,239665.84,249059.88,258915.42,#N/A
79,G7,3,200791.31,216970.4,210279.31,209119.94,204737.12,200294.86,217548.45,194526.39,202608.6,196634.58,205880.56,224905.61,231586.27,#N/A
80,G8,3,213540.9,238900.33,232322.69,225942.3,226342.83,218330.66,224433.44,214373.88,220063.98,214751.48,250003.78,236354.1,253499.36,#N/A
81,G9,3,214473.42,230549.62,218979.78,221928.14,220762.11,215776.61,223193.2,211149.14,213205.45,205079.94,227124.45,223490.84,240704.73,#N/A
82,G10,3,220246.66,234348.19,231896.53,231154.67,228422.94,219090.36,226156.7,211167.27,216552.53,205328.6,229222.11,235614,241639.75,#N/A
83,G11,3,214748.75,231284.39,226173.06,219908.19,224378.06,212268.25,219997.19,206775,207918.45,203759.06,234611.84,234681.06,243982.84,#N/A
84,G12,3,225126.88,241364.78,235466.17,223350.14,223353.89,229587.19,232143.98,215680,223793.88,216594.38,244741.12,240482.84,255281.83,#N/A
85,H1,3,301344.66,315015.38,314689.53,320860.34,326920.2,310381.2,315431.16,292278.03,300187.78,277025.66,315688.1,327672.75,332701.6,292572.38
86,H2,3,268354.8,286458.5,290558.78,279206.4,288399.06,276883.66,284442.34,257588.62,267044.2,254622.52,282654.2,290544.66,297763.12,256859.03
87,H3,3,260516.73,276926.38,273141.12,273085,269666.75,275733.28,271411.94,262696.44,262813.56,248174.97,277774.12,287925.34,315400.16,253030.3
88,H4,3,247590.78,260706.75,259819.6,254665.38,252742.97,271334.78,253668.81,249200.77,256242.38,245298.42,280838.4,276567.12,318084.1,236869.17
89,H5,3,232094.27,245693.4,241304.78,244764.25,239894.25,237297.28,245012.9,225792.03,236268,231139.2,255856.56,256319.94,277377.1,224557.08
90,H6,3,242287.55,255250.16,251025.73,250415.58,247382.94,248259.28,268904.4,235678.27,244674,240739.3,267963.53,258676.23,262455.1,#N/A
91,H7,3,225386.92,239610.97,235721.53,234301,229852.88,232420.95,230711.5,218041.94,232369.2,223612.73,233823.8,276226.47,246153.14,#N/A
92,H8,3,242925.86,262232.5,255721.08,254139.67,248177.2,249726.14,251437.39,235706.38,246009.45,250574.77,240869.16,269985.1,295791.1,#N/A
93,H9,3,321386.28,243403.64,235604.25,236758.56,230643.6,233245.81,235878.52,221475.38,229440.84,216666.22,249216.44,256630.5,247834.94,#N/A
94,H10,3,244682.3,256943.62,254075.02,252606.62,247279.4,244706.06,247607.6,233514.72,240712.42,229883.55,250190.19,268513.97,269202.28,#N/A
95,H11,3,232546.2,252293.39,236221.42,235795.52,245609.44,243308.5,239915.25,225680.14,229557.69,219242.44,246675.48,246552.47,255910.52,#N/A
96,H12,3,219639.25,242502.73,233156.06,227745.48,239735.11,230936.36,229335.27,224406.02,220722.84,219255.25,228050.52,250079.42,251571.78,#N/A
1,A1,4,322183.03,343371.4,341789.6,332650.53,341780.94,357533.12,349660.78,310314.75,306779.06,276248.7,343036.6,366239.7,363257.88,#N/A
2,A2,4,296635.62,316246.03,315108.53,308513.72,325797.53,294173.94,306053.9,278702.8,292884.56,272153.1,320368.8,320323.72,313798.34,#N/A
3,A3,4,289753.28,317538.62,294798.2,296242.2,297532.9,296420.3,297815.47,272228.34,275756.62,264396.7,339232.75,348459.56,308047.22,#N/A
4,A4,4,277638.16,284827.56,283308.03,285019.97,285668.12,286019.2,286091.7,266416.44,266512.28,256812.05,316276.38,330808.6,318262.53,#N/A
5,A5,4,258802.2,270219.66,265127.1,263808,268186.5,273663.06,273193.38,257432.06,250934.88,251499.92,285608.3,285852.2,289666.34,#N/A
6,A6,4,220494.58,234390.83,229289.8,222849.58,230090.5,226512.56,233423.7,213179.48,217150.67,215087.45,287258.1,264946.72,234773.4,#N/A
7,A7,4,236478.7,247697.8,238431.97,238817.88,244101.92,241489.92,248270.47,233073.48,230709.88,237722.64,273997.38,297027.2,273310.72,#N/A
8,A8,4,254415.56,260158.89,259510.1,252452.8,253986.36,252317.4,256672.97,249788.08,242715,249762.75,300823.6,268077.88,291678.47,#N/A
9,A9,4,254435.06,263731.5,256783.42,258627.67,252244.08,255293.4,254330.25,247090.67,245024.11,237799.33,295968.66,275389.47,259673.31,#N/A
10,A10,4,259028.66,280563.88,261937.86,267481.6,264509.2,269497.72,262111.7,254461.9,250133.42,252446.62,295675,261689.7,310492.78,#N/A
11,A11,4,241512.1,259700.3,241509.52,243971.38,244869.05,249535.47,244764.98,242343.47,235614.77,233883.17,249988.45,286465.66,255600.48,#N/A
12,A12,4,230013.95,242151.02,243359.9,229548.53,229281.03,241122.92,230390.6,215298.14,226822.58,225867.11,240022.33,258778.44,289006.28,#N/A
13,B1,4,306325.8,327198.56,322547.72,328271.25,328875.34,316641.8,323900.38,291687.2,304521.5,288400.8,324895.94,333864.44,366035.84,#N/A
14,B2,4,263550.9,295817.72,284730.2,284001.38,274919.3,282279.22,279459.53,253539.38,253246.45,240443.8,276207.16,303449.2,278469.53,#N/A
15,B3,4,256555.44,272764,268454.9,264430.25,262040.06,263302.56,259428.11,245556.66,246621.56,250321.88,286229.94,304507.53,286230.72,#N/A
16,B4,4,244775.03,257310.38,251470.94,246356.03,249691.92,255921.28,272588.28,239855.89,238726.73,244690.45,291452.34,254799.11,254334.89,#N/A
17,B5,4,226552.5,244273.48,244964.73,232562.67,237767.69,240752.39,239508.25,220772.47,233274.52,231005.14,267646.16,248004.8,248738.73,#N/A
18,B6,4,224915.86,235906.95,239609.1,238392.4,242050.14,224688.3,241704.48,220858.5,228487.81,219784.3,257944.42,399155.38,252808.17,#N/A
19,B7,4,217641.14,230023.44,227358.23,226314.14,227397.56,224371.42,201090.9,212215.28,218013.55,218387.52,253269.8,224557.11,302052.1,#N/A
20,B8,4,213435.31,237132,236465.61,235007.67,231763.23,241385,227408.39,218258.52,222858.81,217628.4,249081.88,264824.25,248704.22,#N/A
21,B9,4,219517.94,241176.03,230476.27,228196.3,224601.95,231792.98,227688.3,220342.08,215175.03,235731.98,240295.77,227375.67,275814.47,#N/A
22,B10,4,233127.16,246873.42,238683.83,234229.4,232476.27,235905.53,234629.2,222039.56,221488.11,219756.69,250389.9,253677.98,271162.12,#N/A
23,B11,4,235641.58,248334.61,251342.6,237400.88,237788,234369.66,242890.8,218883.78,224419.61,220940.72,238769.77,254298,290213.75,#N/A
24,B12,4,233286.98,242885.33,244084.39,232841.3,229333.95,244557.61,229394.2,214563.12,224878.62,232528.28,256471.67,291046.44,277192.97,#N/A
25,C1,4,311384.97,327316.78,318024.5,326420.38,334054.47,310266.44,326465.75,295280.06,294608.53,276623.62,320129.9,330587.2,351039.9,300477.03
26,C2,4,219522.88,284491.75,276060.84,283735.97,284681.97,279341.7,281165.16,255786.28,236789.19,263382.03,273043.7,287693.34,284788.5,253856.42
27,C3,4,241677.03,254334.03,248084.4,253488.61,249464.86,248446.45,248821.06,232064.38,240574.69,235418.95,291663.53,276410.25,303510.53,231735.55
