well_number,well_position,cycle_number,POOL_T80K_1,POOL_T80K_2,POOL_T80K_3,POOL_T80K_4,POOL_T80K_5,POOL_T80K_6,POOL_T80K_7,POOL_T80K_8,POOL_T80K_9,POOL_T80K_10,POOL_WT_1,Non-targeting,Untransduced_WT,Untransduced_T80K
12,A12,19,235904.33,251622.89,256657.56,238321.12,250014.44,247320.84,238912.45,226023.58,238220.62,231768.12,244605.25,272064.62,800336.3,#N/A
13,B1,19,317491.56,326708.7,324871.53,335656.53,320608.22,320521.22,334648.1,304407.94,320412.28,298189.28,346360.9,581308.8,988136.75,#N/A
14,B2,19,269438.7,289480.06,293702.03,296623.5,276276.66,300237.66,285930.7,275969.9,262358.44,250499.86,279806.5,670013.75,299323.44,#N/A
15,B3,19,267735.16,275759.66,278530.84,264573.6,268721.2,267158.75,264694.28,267427.6,261248.02,272244.25,648541.8,849735.2,567105.1,#N/A
16,B4,19,253554.55,265056.97,254029.81,251399.48,253929.16,434974.2,581819.94,252027.78,250468.53,261005.8,841841.56,263737.84,268324.25,#N/A
17,B5,19,235538.36,247743.88,265270.5,239985.5,242630.78,247453.84,243495.89,239098.94,250483.2,261972.89,696240.06,445969.28,426642.22,#N/A
18,B6,19,244600.89,238478.64,246479.67,338997.53,248974.92,235293.58,253136.45,237977.16,243680.7,241934.64,622609.25,1561989.9,518002.8,#N/A
19,B7,19,234215.05,232383.81,238152.4,233816.52,240659.98,233819.23,207253.97,223698.55,234212.03,234986.75,674619.75,233056.78,1151772.5,#N/A
20,B8,19,226060.52,238538.06,255880.66,243134.77,238906.58,245495.72,237255.84,277551.72,239728.84,239194.45,444624.3,723866.6,677936.7,#N/A
21,B9,19,228183.86,246267.4,239431.3,234456.77,235371.64,236778.27,234949.89,233509.17,229759.86,586056.2,379324.16,238150.84,1022408.5,#N/A
22,B10,19,242378.69,248352.77,240721.58,238614.22,246294,239091.47,240417.77,242650.86,232935.53,237173.52,565150.06,529806.56,724876.4,#N/A
23,B11,19,238824.69,250167.17,376664.44,243097.5,245324.98,243819.53,247111.55,227495.98,227398.14,233659.47,296619.97,506869.66,978599.5,#N/A
24,B12,19,243894.53,238059.7,245147.45,236743.27,237370.11,249056.34,235345.17,222360.25,232106.6,245549.69,491003.16,935190.8,630001.2,#N/A
25,C1,19,320843.4,323998.2,333933.28,328202.66,340599.75,315936.62,330919.47,317173.03,339240.22,278877.6,394709.94,668942.94,853271.3,315140.53
26,C2,19,230123.38,282838,281604.53,283991.72,284466.97,283918.03,286268.4,265170.34,242850.58,274509.62,288748.66,561586.06,373436.9,255945.66
27,C3,19,245544.22,252818.75,252587.36,261101.4,265188.25,254513.61,255263.22,244342.12,245813.64,258568.61,937950.3,738024.56,920704.8,235805.6
28,C4,19,232646.75,245615.31,243264.97,239881.53,249787.22,670895.8,254411.62,238289.3,230573.6,248844.47,692399.9,624605.56,663685.06,230863.14
29,C5,19,245724.47,243849.08,244430.92,238251.11,247733.77,238148.53,244117.03,230820.25,370510.84,250493.55,845494,427243.44,376593.7,225035.23
30,C6,19,220673.52,233359.39,498591.7,224647.1,228673.86,251982.14,239527.67,221353.03,228753.58,240618.84,387418.56,228933.02,786236.25,#N/A
31,C7,19,225772.44,233013.23,249400.45,229236.1,228492.22,225464.42,227955.5,221386.17,230494.66,225298.14,1097862.5,394925.47,1016244.6,#N/A
32,C8,19,233445.47,237554.47,225372.83,231113.23,232655.56,222224.7,245163.33,221238.33,218621.67,235310.36,813593.4,659495.06,703188.5,#N/A
33,C9,19,209000.14,218930.73,217447.05,213957.42,211973.53,210532.03,227602.8,283619.84,206553.1,211901.16,432942.88,216551.39,771006.3,#N/A
34,C10,19,305117.53,313181.53,310478.03,310502.78,319049.8,322493.5,305064.5,727129.6,858515.6,275335.94,596379.8,745333.4,923972.8,#N/A
35,C11,19,231844.95,243373.5,241633.84,229417.69,232284.48,233426.6,238469.2,224413.3,226717.58,229885,465153.6,420148.3,935446.5,#N/A
36,C12,19,232327.38,227501.84,238918.6,232128.44,243516.06,236920.62,236928.78,220574.97,231252.6,228889.12,416825.6,601478.06,376686.7,#N/A
37,D1,19,329157.94,340390.25,333493.44,343906.9,347081.38,712792.3,336180.22,310902.53,305641.03,293906.5,702238.7,649475.6,590686.94,310500.5
38,D2,19,281205.6,292588.5,287411.78,294581.25,296030.5,288012.94,295147.75,274503.97,274721.88,288534.28,562648.2,903746.56,407473,263099.94
39,D3,19,258651.78,260954.66,260128.7,255668.86,256587.89,256752.14,259749.28,255042.81,249990,236266.9,1183742.8,575351.9,681466.44,229395.3
40,D4,19,245138.02,257240.52,257103.52,256958.14,266334.9,839892,252569.69,237826.55,255336.97,249217.88,762394.6,1012035.2,707429.1,234413.75
41,D5,19,236344.72,239668.75,247842.38,246916.25,411235.56,236717.48,245555.64,231788.05,236443.17,235306.84,886888.7,424595.38,1174920,215067.03
42,D6,19,236561.67,251573.3,241424.7,237268.66,242593.84,241419.72,245635.47,232341.16,236339.78,240891.89,717234.7,633505.9,245380.12,#N/A
43,D7,19,255755.48,239928.84,230828.89,261482.8,240400.81,234495.31,235805,223024.66,229362.83,234658.11,1378706.9,298719.28,841813.1,#N/A
44,D8,19,384090.88,225096.19,226468.38,219448.31,431602.78,224049.9,228964.69,241049.5,217363.17,231446.02,759215.8,530995.3,838170.56,#N/A
45,D9,19,209749.86,220041.94,225438,217850.4,222467.67,218466.1,215954.42,214253.11,209649.88,222279.28,383431.72,660706.25,1114514.5,#N/A
46,D10,19,222946.25,233558.4,227658.95,228197.8,236782.69,230740.78,225702.34,218094.56,218171.58,392840.62,313624.4,547726.06,510139.7,#N/A
47,D11,19,260324.86,235467.66,231756.2,225347.27,231748.56,228576.45,224460.1,221171.4,222676.36,222542.1,291655.94,368180.62,1365126,#N/A
48,D12,19,263922.97,245748.11,240580.23,234712.06,235091.11,231763.42,248454.34,223199.36,228885.4,240015.9,765280.75,853782.1,476272.97,#N/A
49,E1,19,325584.97,344706.06,342426.44,339795.28,350472,333341.72,349321.2,327549.72,318109.7,666333.6,1160316.6,654840.25,796721.6,316740.47
50,E2,19,295171.88,551831.7,502043.1,289061.4,285985.56,536098.2,288742.47,273601.03,269987.7,280947.9,533226.56,1018911.3,347592.06,265608.7
51,E3,19,265636.75,256554.75,262076.8,256647.17,254198.19,272406.25,255148.27,256952.06,242034.66,526509.2,761379.4,1102148,591873.9,233044.2
52,E4,19,286698.5,288601.53,286803.22,287415.38,287942.8,292574.03,289587.75,284042.6,279907.03,294375.4,950471.06,657625.3,1368513.9,251158.78
53,E5,19,293547.94,305933.8,316592.3,314943.88,313620.06,314869.28,309945.97,306901.56,303142.16,316780.38,304925.56,310259.38,1247815.5,281214.34
54,E6,19,227797.5,229274.62,231500.97,231587.97,244155.94,226597.89,236039.2,226514.39,610803.75,229916.75,631085,789750.8,551069.8,#N/A
55,E7,19,225046.61,235074.89,237944.69,249845.72,230216.62,241817.5,238082.73,235391.78,228407.73,239533.69,279652.44,238713.28,781562.6,#N/A
56,E8,19,227750.77,227475.08,229152.11,226293.89,224689.66,227467.6,237870.94,234556.8,218997.98,241669.17,223093.7,1340209.5,413161.03,#N/A
57,E9,19,663153.25,223267.1,220779.64,213985.64,219452.81,219525.05,215812.44,208554.9,215366.27,208339.69,746312,738228.4,448399.66,#N/A
58,E10,19,234466.62,236596.2,234411.3,232747.27,241479.27,232024,229593.23,224088.34,235052,228755.64,228389.08,621226.25,453660.2,#N/A
59,E11,19,229790.67,406606.72,237434.38,240378.58,233283.4,234340.62,234247.14,214392.73,235777.4,234081.84,228202.86,794862.8,741708.5,#N/A
60,E12,19,219026.53,242257.4,230631.23,283443.12,253016.66,237715.34,230951.34,221975.38,216148.39,219710.48,532054.25,626034.06,603504.1,#N/A
61,F1,19,327844.5,344188.16,467839.03,337735.88,356347.06,344381.16,356580.7,326239.62,310378.6,313925.75,620349.8,1726529,904088.5,319864.97
62,F2,19,281701.03,291722.12,293478.44,294596.66,299648.88,289998.62,700549.6,273369.7,275921.3,302194.84,827192.25,674504.8,507121.16,266830.94
63,F3,19,251936.61,258181.14,267907.88,261778.89,257253.42,255849.72,459547.34,430196.6,249803.03,257158.31,263183.3,937664.3,830978.25,237539.08
64,F4,19,255836.25,275644.94,265913.62,264435.2,269583.6,260260.48,640577.2,250799.14,559592.2,265975.8,271251.53,1048351.44,906399.94,249473.27
65,F5,19,217124.64,230138.98,230007.64,221200.64,224353.48,233082.4,223894.48,212053.42,222957.25,220383.42,905313.56,392325.97,650370.56,206189.58
66,F6,19,238749.77,235417.02,235475.3,233261.14,233588.55,234241.05,236038.72,226828.84,225056.53,237431.44,561219.9,1046925.7,551595.7,#N/A
67,F7,19,220992,231995.31,233895.47,226184.6,227596.05,233435.83,235092.12,229542.56,226073.34,225471.92,943470.25,371155.84,1016968.56,#N/A
68,F8,19,216724.86,245121.66,235333.58,239239.53,231712.08,222904.25,237705.72,212784.02,233578.72,218497.38,605930.56,437075.7,614697.25,#N/A
69,F9,19,216096.14,247254.33,919711.9,225174.8,241061.42,233940.05,227831.14,220772.36,224610.47,224474.95,402887.4,505234,446983.78,#N/A
70,F10,19,315171.84,249313.06,231301.81,223221.75,221927.69,224153.44,529123.7,207119.55,216902.23,213130.34,567843.1,602032,825744.7,#N/A
71,F11,19,193761.62,233225.77,231554.3,213671.4,231372.98,219086.47,220407.3,207318.62,214749.34,212015.9,793503.4,423286.4,286200.4,#N/A
72,F12,19,231085.73,236938.92,228671.77,217380.44,222706.66,224254.72,221669.16,215486.89,212994.98,231964.73,415418.94,712702.9,434147.3,#N/A
73,G1,19,302009.66,318560.4,300808.25,299043.7,323925.56,311470.8,357799.2,312581.2,296390.38,299054.7,566782.94,1152223.1,527727.9,304770.75
74,G2,19,270847.47,282091.2,294096.78,281999.44,293561.84,297939.47,290825.56,272745.94,281256,270745.72,569276.9,893586.44,712470.6,266476.94
75,G3,19,257605.33,266223.88,286165,275740.6,423564.78,277234.66,274918.44,261371.62,260324.6,262145.66,658985.1,705611.2,1667188.8,246753.03
76,G4,19,244788.48,251239.92,257155.25,259270.6,260929.17,262867.4,251430.89,252581.1,249187.55,283906.88,636215.56,510621.66,945342.06,234880.4
77,G5,19,240167.47,241562.16,244662.14,248641.66,244712.44,239819.06,246224.34,234621.95,242337.25,230301.73,462585.53,670852.06,846986.9,219997.02
78,G6,19,558824,241197.81,240478.16,236394.5,248596.02,240198.11,224015.58,221231.28,238161.77,230527.19,649970.8,758515.9,937289.7,#N/A
79,G7,19,216750.75,221600.19,216721.42,213306.47,215710.11,208840.33,242657.23,206195.16,216074.45,227945.9,211999.31,842972.2,705298,#N/A
80,G8,19,223673.69,242125.53,246904.05,241439.42,231710.52,225152.48,242115.64,228104.58,230185.39,226721.11,907032.9,499357.66,735908.75,#N/A
81,G9,19,227319.81,231945.08,226542,224310.17,238155.16,237442.9,229506.52,222963.9,222220,220781.08,440188.34,314262.2,697700.44,#N/A
82,G10,19,228982.38,235262.27,233499.83,233955.67,253402.25,228265.86,232511.38,223380.12,233950.27,218075.28,571096.9,495142.44,542662.56,#N/A
83,G11,19,217523.56,227436.2,227453.44,224577.44,231270.6,222120.73,226899.19,223361.25,210980.42,214121.66,823205.9,589700.7,969210.94,#N/A
84,G12,19,239832.17,240057.02,234620.1,224717.33,226393.39,237910.4,243507.47,218867.12,221649.95,227716.98,668291.4,538347.94,609013.94,#N/A
85,H1,19,307573.47,325511.1,337857.66,326890.53,337304.5,316977.38,330541.5,310889,325604.94,285912.8,524298.75,1098123.8,509029,302226.1
86,H2,19,284209.62,285356,303009.22,290752.47,294283.2,283878.66,296053.53,281011.4,288184.9,267522.9,446032.7,839428.3,587212.56,265111.34
87,H3,19,290466.72,280867.56,285238.3,294383.3,282347.12,283626.3,284428.72,279657.9,275741.25,285200.97,453940.66,884080.75,896500.2,267922.7
88,H4,19,258063.19,266929.06,262568.4,261939.36,264939.22,282645.53,275667.12,261650.73,680002.5,264632.22,702610.44,667540.9,1012843.5,246433.73
89,H5,19,243478.1,247425.27,267536.4,249847.78,250634.48,246690.22,252417.45,230481.25,252482.02,251271.75,643403,594170.1,709885.7,236791.25
90,H6,19,247859.9,255505.1,254514.05,313288.2,256359.02,257659.56,618782.3,248675.95,262769.97,264026.38,644193.94,604423.25,508369.22,#N/A
91,H7,19,230742.7,240714.75,240811.5,252531.78,243543.95,242297.25,239996.92,238566.08,244936.16,243115.08,246138.3,1220828.4,448159.84,#N/A
92,H8,19,252951.12,264547.56,263566.38,257408.39,256147.56,256092.92,258069.7,269197.75,256001.72,497212.34,254280.78,868730.56,788391.7,#N/A
93,H9,19,324877.2,244922.19,240283.67,240007.23,233806.53,236113.11,241140.25,232614.39,243517.52,234536,663154.7,930238.3,739406.56,#N/A
94,H10,19,263227.03,279037.34,256935.06,262396.9,257161.83,249781.61,256586.05,252430.1,255343.62,242082.6,443853.1,823727.56,647733.56,#N/A
95,H11,19,238922.73,250507.81,242321.78,243076.31,248734.77,485713.47,246890.98,239479.11,239075.53,228008.17,291186.2,307284.84,642118.5,#N/A
96,H12,19,221980.4,245391.66,224914.62,225090.86,250656.83,238174.8,247674.86,245796.14,250093,227761.9,401118.62,569045.7,440757.16,#N/A
1,A1,20,330523.66,334888,352210.38,326108.84,345657.06,870876.3,596384.6,316236.44,318187.5,278802.75,481837.66,993746.4,686557.2,#N/A
2,A2,20,305799.88,319206.8,327443.6,318190.66,332388.66,302270.78,317189.78,290877.56,303507.44,279662.4,579388.7,717262.9,323409.3,#N/A
3,A3,20,297846.03,322072.66,300096.2,301339.4,301064.4,308614,306722.44,286400.06,289418.47,268864.88,988811.06,1276790.9,440240.4,#N/A
4,A4,20,283456.03,289659.66,289319.7,289759.3,288919.34,289241.1,294626.72,285132.75,281579.6,272532.16,783342.56,1056188.2,894421.5,#N/A
5,A5,20,267217.22,278549.38,269962.9,269888.3,275870.22,279617.97,280878.78,279631.72,265305.34,261444.25,561681.9,647981.2,648179,#N/A
6,A6,20,229160.9,241011.02,235500.4,230311.78,246551.55,237406.31,238592.89,231170.81,246569.12,247396.44,1118230.4,733546,242119.44,#N/A
7,A7,20,244603.22,255732.64,253575.61,247861.9,255542.98,245882.22,262494.28,249111.11,252579.12,255777.94,700495.94,1068838.1,761769.2,#N/A
8,A8,20,261364.55,267377.75,269207.25,257635.64,264404.38,255409.12,265627.12,260098.64,265894.7,280084.88,941582.7,411459.03,927804.56,#N/A
9,A9,20,270024.84,271195.38,269614.5,267746.3,260978.58,280817.47,275301.75,276459.2,255566.12,263613.66,969366.9,580027.8,270257.6,#N/A
10,A10,20,270180.7,299205.72,276204.06,282565.44,282076.44,277109.3,275405.75,271784.56,263935.47,286077.4,703104.9,275237.03,997594.06,#N/A
11,A11,20,254079.17,266128.62,248108.39,263953.53,259513.55,254157.7,260845.52,244620.64,241342.69,304094.9,257871.78,785655.9,431111.75,#N/A
12,A12,20,235241.73,252854.64,257310.03,238657.53,251040.5,247854.67,238978.81,227186.77,239307.44,231520.62,240818.52,268289.53,841962.2,#N/A
13,B1,20,319388.44,326704.5,324915.53,336739.2,320604.22,320918.78,335264.25,305468.6,321045.78,299750.66,347811,605085.3,1039758.4,#N/A
14,B2,20,269417.03,289241.66,294562.78,297069.4,276403.66,301720.84,285949.25,278198.22,262094.52,250758.31,279908.1,701254.6,300608.12,#N/A
15,B3,20,268806.34,275767.3,278713.88,264685.53,268353.38,267345.66,264667.97,268498,261578.48,273702.03,681623.4,899562.75,592795.5,#N/A
16,B4,20,253657.3,265160.84,255517.23,250958.9,253648.97,450079.72,609991.8,252337.11,250714.4,262334.7,891603.44,263565.9,268921.6,#N/A
17,B5,20,235263.05,247612.42,266911.88,239862.98,243261.1,247790.39,244040.95,239773.47,252056.12,263522.3,734415.7,463703.22,442113.97,#N/A
18,B6,20,246054.72,238425.77,246217.33,346174.3,249081.72,236539.48,253491.12,239359.19,243762.95,243129.75,654871.8,1639441.9,540726,#N/A
19,B7,20,234607.42,232856.14,239550.28,234390.94,241103.52,235143.62,208209.12,223858.38,235809.33,236565.81,711707.4,233034.34,1217768.6,#N/A
20,B8,20,226000.31,238844.31,256914.19,243346.44,238623.22,246326.98,237186.94,282771.9,240717.62,239890.16,462336.38,764827.1,716199.75,#N/A
21,B9,20,228773.16,246929.9,240108.7,234182.9,235327.58,237606.86,235175.36,234612.55,231022.5,617628.2,390913.25,239835.45,1089387.5,#N/A
22,B10,20,243182.61,249047.34,240710.9,238231.8,247077.42,240049.03,240931.61,243865.22,233120.97,238001.8,594386.94,553738.25,765968.1,#N/A
23,B11,20,238890.89,250105.12,387750.9,243404.78,245745.02,243747.1,247188.6,228756.05,228335.92,233219.03,301709.56,527105.75,1037413.56,#N/A
24,B12,20,244113.97,237409.06,245286.94,237317.05,237608.03,249664.31,236293.52,223643.38,232161.69,247027.45,508345.84,987336.94,658124.8,#N/A
25,C1,20,321153.4,323968.66,335347.66,328393.94,340651.38,316887.78,332054.72,319915.12,341609.16,281206.25,401314.84,699117.3,899467.44,315273.12
26,C2,20,230179.88,282389.53,283330.34,283761.1,284580.06,284184.72,286463.4,265340.66,243569.72,275296.2,290698.47,587641.75,380644.12,255935.75
27,C3,20,245901.62,252515.3,253133.56,261726.95,266204.6,255122.02,255422.8,244548.6,245615.36,260420.3,996495.5,781357.8,977778.5,236133.53
28,C4,20,234077.25,245590.3,243142.38,239823.14,249691.3,708072.44,254987.9,238519.77,230718.83,249853.58,731162.94,657417.06,700496.7,231567.47
29,C5,20,246483.39,243649.75,245155.06,238362.75,248429.05,239241.58,244013.31,230877.08,382273.66,251563.06,896185.7,444124.25,387091.3,224995.08
30,C6,20,220590.03,233682.52,520736.2,224524.31,228441.34,253757.56,239918.9,221933.69,229188.62,242013.11,402112.7,229537.25,833439.3,#N/A
31,C7,20,226489.9,233725.73,250576.66,229470.7,228988.08,226223.17,227915.3,221698.25,231241.52,225729.56,1171208.8,410399.28,1080392.5,#N/A
32,C8,20,234242.33,237820.08,225530.23,232450.98,232926.6,222608.38,247712.03,221623.97,220038.14,235743.64,863150.8,696238.9,743465.8,#N/A
33,C9,20,209108.69,218363.36,217290.6,214166.34,211872.95,210692.52,228902.97,289678.12,207086.56,212180.6,452194.44,217321.47,818287.25,#N/A
34,C10,20,305396.84,313110.3,310296.03,312668.94,320835.7,325121.5,306573.5,763725.1,903171.06,276006.6,623703.7,782570,976849.1,#N/A
35,C11,20,231614.33,243964.89,241883.73,230096.69,232974.02,234141.97,239387.7,224815.81,227609.1,230204.62,485528.03,435907.75,991711.6,#N/A
36,C12,20,232424.38,226705.66,240278.19,233454.08,244214.86,237676.45,237682.78,220684.08,233465.36,229602.38,431662.3,632334.4,386148.25,#N/A
37,D1,20,329937.25,341191.84,334397.22,344456.25,347444.88,746498.06,336339.16,310909.2,306131,294720.4,735524.2,678763,613508.6,310620.4
38,D2,20,282137.34,292003.38,287565.3,294830.3,295703.9,288001.03,295130.2,275568.2,275068.28,290410.47,587403.5,959715.7,417508.53,263373.9
39,D3,20,258995.5,260364.2,260644.6,255798.38,256832.88,256733.83,260370.66,255901.16,250792.34,236345.23,1259886,603296.75,718685.7,229729.78
40,D4,20,246213.25,257252.11,257692.3,256967.11,266946.8,883907.4,252270.56,237996.67,255477.89,250529.42,804961.3,1074620.8,746054.56,235388.8
41,D5,20,237055.48,238870.48,248907.62,247879.67,422339.4,236553.66,245889.69,232025.67,236819.6,235824.25,941415.75,441216.53,1254903,215031.42
42,D6,20,237383.02,251547.48,241774.62,238261.34,242409.86,241555.06,245849.03,232158.53,236329.12,241673.62,753276.7,667362.06,245564.94,#N/A
43,D7,20,258514.4,240046.3,231442.38,264326.97,241226.6,235060.27,236245,222985.25,230336.23,235201.34,1462817.5,304785.12,895519.2,#N/A
44,D8,20,399314.47,224917.98,226870.28,219610.38,449295.8,224057.66,228988.86,243250.36,217413.1,232804.47,806172.5,558316.8,887043.3,#N/A
45,D9,20,209476.6,220082.42,226564.67,218612.34,223180.67,219148.83,216264.47,214692.25,210476,223418.97,397900.75,699137.1,1174180.6,#N/A
46,D10,20,223355.28,233606.94,228159.69,228704.45,237598.56,230948.4,226284.83,218675.94,218604.05,407201.44,321908.97,572731.6,534138.06,#N/A
47,D11,20,262936.1,235270.03,231649.61,225577.88,232590.7,228696.11,224460.27,221239.2,223641.67,223746.92,298008.8,378591.7,1453829.1,#N/A
48,D12,20,265543.5,245659.6,241802.16,235450.55,235897.6,231653.58,250101.2,223935.98,228722.16,241040.75,804921.5,902577.06,492554.9,#N/A
49,E1,20,326316.4,344433.25,342680.22,340445.56,350509.7,333311.9,349740.2,328527.2,318183.47,699180.56,1233378.2,684148.9,836964.8,316584.88
50,E2,20,297762.56,571573.3,520237.12,290099.4,285091.78,551449.7,289141.88,275187.97,270389.66,282034.78,555451.9,1080962,353835,265473.7
51,E3,20,267691.3,256365.17,263554.66,256543.73,254761.67,272470.25,255149.47,257834.81,242696.27,550431.7,804997.75,1175331.9,621874.7,233668.83
52,E4,20,288439,288637.1,287469.6,287516.25,287761.97,292682.06,290430.53,284530.12,280248.12,296538.2,1002670.75,691367.56,1460933.6,251451.36
53,E5,20,293691.6,306939.1,317081.47,316270.94,314105.3,315920.72,310608.88,307405.84,303436.12,318585.16,305551.03,310544.03,1328120,281538.94
54,E6,20,228529.53,229121.4,231671.95,232308.52,246389.53,226546.08,237104.97,227189.8,644093.1,231593.78,666900.9,838773.6,575364.06,#N/A
55,E7,20,225531.95,235564.31,238024.5,251963.03,230189.52,242951.03,238723.95,235694.56,229135.73,240330.84,284306.38,239714.64,828924.56,#N/A
56,E8,20,228547.5,227742.39,229639.66,226826.44,224793.84,228345.98,239253.55,235749.81,219612.5,243760.64,223639.2,1432147.4,427837.5,#N/A
57,E9,20,699551.94,223613.36,221361.88,213816.23,219419.97,219901.31,216445.06,209214.47,216263.9,208764.84,792699.75,784972.3,469854.03,#N/A
58,E10,20,234853.16,237356.86,234647.89,232551.98,242425.86,232263.89,230596.7,224459.75,237343.61,229658.02,229170.1,654179.5,472844.62,#N/A
59,E11,20,229793.19,419454.34,237254.77,242653.08,233542.77,234481.08,234378.02,214421.31,236780.83,235266.45,228452.83,839904.94,781912.9,#N/A
60,E12,20,219375.17,243585.73,230815.66,288655.72,255750.39,237746.83,232338.98,222038.22,216909.39,219799.44,556154.56,656568.2,628648.25,#N/A
61,F1,20,327999.53,343770,478859.6,335825.56,357411.47,344833.84,356769.8,326676.47,311110.06,314712.53,645475.44,1841262.2,954000.1,319846.22
62,F2,20,282898.94,291556.7,294692.12,296067.22,298945.38,290656.1,736140.6,273976.8,276087.56,304535.62,875109.44,709515.1,526222.5,267165.47
63,F3,20,252517.88,258497.58,268086.25,261922.22,257796.1,256108.73,476755.1,446711.03,250551.69,258611.42,263749.53,997895.94,879463.75,238062.03
64,F4,20,257019.03,276163.78,266222.12,265444.84,269970.75,260205.14,673016.6,250776.67,587402.3,268007.3,272111.97,1117487.5,962191.2,249964.83
65,F5,20,217203.39,230288.3,230408.86,221082.4,224940.9,234754.33,224400.55,212503.39,223334.77,221309.44,963931.2,407249.34,686399.8,206705.5
66,F6,20,240121.9,234622.67,236468.58,233700.72,234140.27,235086.28,236496.73,227043.03,225759.8,238986.7,588885.4,1116168,574069.44,#N/A
67,F7,20,221998.27,232068.5,234179.67,226327.2,227323.7,234578.55,235744.95,230179.92,226528.11,226255.12,1004288.44,383389.56,1079606.9,#N/A
68,F8,20,217741.2,245751.12,235284.66,240675.67,231514.86,224288.6,238412.38,213030.67,235450.6,218628.97,638680.5,455957.25,646872.75,#N/A
69,F9,20,216574.02,248290.22,975874.6,225131.16,242521.56,235377.9,228251.6,220875.33,224533.7,225355.69,418740.03,528284.44,464973.3,#N/A
70,F10,20,324363.7,250538.64,231247.17,223693.6,221920.03,224984,556195.25,207080.27,217185.64,214415.06,596329.7,632770.06,875744.75,#N/A
71,F11,20,193900.25,233370.72,231958.97,213848.48,232464.34,218984.9,220647.52,207690,215837.92,212441.33,839909.2,440141.03,290328.28,#N/A
72,F12,20,233148.72,237373.94,228322.4,217373.03,222552.52,224335.95,222249.98,215735.34,213187.98,233838.89,429333.22,747581.94,450170.94,#N/A
73,G1,20,302691.9,318909.3,300445.5,298750.75,324488.25,311451.22,359616.28,315325.47,296526.6,301222.72,590873,1226109,547328.5,305393.12
74,G2,20,270643.88,281338.72,294633.66,282488.53,295105.3,300082.78,290561.88,274248.6,282610,271553.72,594276.9,947514.94,750103.2,266680.7
75,G3,20,257668.52,265883.4,288252.62,276419.3,436739.97,277508.06,275425.16,261696.67,261444.1,263172.38,689675.5,744598.94,1762839.5,246732.53
76,G4,20,244867.2,251407.94,257187.52,259423.64,261987.83,263480.97,251587.5,253706.62,249896.78,288035.66,668718.8,533814.7,1004120.06,234730.77
77,G5,20,240405.58,240581.52,245698.5,249568.25,246054.47,239917.69,246951.83,234924.9,243402.2,230164.84,480997.7,709694.7,899334.25,220049.8
78,G6,20,584413.75,241284.17,240960.58,236526.98,249160.12,240790.5,224223.27,222019.31,238868.17,232368.16,685241.3,802941.8,994854.7,#N/A
79,G7,20,217863.44,221659.03,217015.08,213168.9,215876.75,209555.3,244462.97,206484.27,216797.77,229128.44,212432.86,897507.1,745082.6,#N/A
80,G8,20,224157.27,242566.45,248073.12,242049.81,231967.02,225348.83,243656.11,229632.69,230606.12,227083.97,963249.8,522371.25,776470.6,#N/A
81,G9,20,227992.77,231943.73,227256.42,225029.47,239349.44,238565.31,229761.44,223232.66,222378.53,221458.48,458117.75,322200.72,737130.7,#N/A
82,G10,20,228822.8,235537.97,234307.52,234208.89,255537.28,228822.31,232974.05,223958.73,235604,218867.08,601026.25,517606.47,569256.3,#N/A
83,G11,20,217782.03,226544.22,227540.58,225131.8,230844.45,223142.84,227711.03,224209.66,210998.06,214367.78,871653.4,618423.9,1029240.06,#N/A
84,G12,20,240325.8,240119.83,234627.98,225081.56,226196.48,238108.23,243510.23,219175.6,222080.3,228048.44,703529.9,562651.94,636030.3,#N/A
85,H1,20,306852.4,324878.44,339471.4,326628.66,337220.88,317020.3,330985.6,312733.06,327543.53,286230.16,543186.75,1165490.5,525719.7,302002.16
86,H2,20,284877.38,285294.56,303118.2,290670.8,293520.47,284172.7,295954.22,281372.28,289072.1,268267.38,460426.62,887763.56,613534.7,265098.47
87,H3,20,293256.5,280950.8,285660.22,295391.72,282895.75,284294.6,284312.5,280785.2,276009.5,288850.16,468559.25,935931.25,949316.5,268281.47
88,H4,20,259938.56,266972.53,262826.3,262317.6,264972.62,283766.94,277470.28,262322.88,716124.3,265345.1,739391.6,701173.1,1067529.9,246203.78
89,H5,20,244049.34,247361.19,270074.44,250646.31,250653.6,246681.17,252364.2,231446.08,253145.08,251421.47,677283.06,624169.3,750114.25,237068.14
90,H6,20,247924.86,255402.6,254678.1,318579.66,256133.7,258045.58,649856.8,250059.36,264192.12,265159.06,677009.06,634766.5,530399.56,#N/A
91,H7,20,231466.14,240650.19,241239.94,254255.19,243772.5,243042.66,240403.69,240088.11,246031.67,243735.72,247153.47,1299218,464596.66,#N/A
92,H8,20,253513.88,264680.12,263505.88,257614.9,256351.55,256428.06,258371.66,272073.84,256562.25,512413.34,255599.19,919922.4,830988.9,#N/A
93,H9,20,324557.2,245374.12,240864.48,240608.81,233656.27,236597.86,241190.38,233249.8,244175.64,235505.58,697820.4,986976.56,784010.4,#N/A
94,H10,20,264693.25,280877.88,257649.05,262876,257922.69,249939.67,256808.45,253906.16,256392.03,243069.94,459812.5,869023.56,679784.1,#N/A
95,H11,20,239287.02,250459.27,242252.92,244587.92,248529.48,505790.7,247469.75,240304.48,240245.69,228806.66,293728.4,311217.7,673702.5,#N/A
